day_of_week,shift,peak_period,staff_count,order_volume,avg_items_per_order,avg_pick_distance_m,automation_utilization_pct,absenteeism_pct,equipment_downtime_min,new_hire_share_pct,throughput_units_per_hour
Saturday,Day,1,40,678,2.35,23.4,73.0,1.0,2.6,9.9,137.4
Thursday,Day,0,55,280,2.97,26.9,77.9,3.4,0.9,21.6,114.0
Thursday,Evening,0,41,442,2.32,17.9,82.6,10.1,8.6,4.6,97.4
Wednesday,Evening,0,46,412,2.94,22.8,63.8,5.3,0.2,3.2,103.3
Sunday,Day,0,54,386,3.75,23.1,73.5,9.8,4.7,23.4,108.5
Saturday,Day,0,41,439,2.89,24.2,80.1,14.2,3.0,13.6,105.3
Wednesday,Night,0,49,386,2.0,11.8,84.4,3.7,5.9,16.8,126.8
Tuesday,Evening,0,37,539,2.33,16.5,77.7,1.6,6.3,9.8,119.1
Tuesday,Day,1,48,749,2.64,13.8,82.4,4.4,2.2,11.3,135.8
Thursday,Evening,1,42,547,2.61,22.2,67.6,8.5,10.9,7.1,121.5
Sunday,Day,1,30,606,2.88,16.6,70.9,8.9,18.1,14.2,100.1
Saturday,Night,1,39,598,2.97,19.0,79.4,12.0,2.6,17.8,113.4
Tuesday,Night,0,30,497,3.75,14.8,83.1,5.1,2.4,13.4,85.3
Saturday,Night,0,33,479,2.8,19.6,80.3,6.7,7.1,19.4,89.1
Wednesday,Day,1,29,659,2.17,15.3,71.5,3.1,1.0,16.6,125.3
Saturday,Day,1,36,741,3.43,26.5,77.6,0.0,7.2,4.7,116.8
Tuesday,Day,1,31,588,3.49,24.9,95.1,5.1,16.5,11.0,106.8
Friday,Day,0,41,630,2.93,22.9,83.4,1.7,2.4,8.9,130.1
Sunday,Day,0,32,475,2.66,20.2,76.4,7.1,21.7,17.3,83.4
Tuesday,Evening,1,36,544,3.14,9.8,69.7,0.0,5.1,15.2,99.6
Friday,Day,1,23,658,2.68,19.3,72.9,3.0,5.8,12.9,112.4
Sunday,Night,0,32,547,1.67,17.4,78.1,6.0,4.3,19.1,123.5
Tuesday,Day,1,31,605,3.11,23.5,82.8,6.3,13.2,0.0,112.4
Monday,Day,0,54,545,3.29,25.7,83.7,5.1,8.0,7.8,133.2
Friday,Night,1,34,576,3.59,23.9,83.9,10.8,5.4,8.4,91.1
Wednesday,Evening,0,18,377,2.4,29.6,74.3,9.9,3.5,13.8,78.9
Monday,Day,1,29,698,2.92,18.6,74.9,3.1,9.1,15.9,106.7
Thursday,Evening,0,45,372,2.94,18.3,98.5,10.0,19.0,12.0,110.0
Saturday,Day,0,24,588,2.85,28.2,72.4,10.5,5.8,2.8,98.4
Wednesday,Day,0,24,503,2.86,23.0,65.1,4.8,7.8,14.8,90.2
Wednesday,Evening,0,32,367,2.82,20.5,61.6,5.3,1.5,12.9,90.6
Saturday,Day,0,31,503,2.92,33.1,74.5,5.0,7.8,1.7,103.7
Thursday,Evening,1,36,583,3.21,25.5,89.4,3.3,33.4,9.9,99.0
Saturday,Day,0,19,543,3.47,20.9,72.2,3.6,2.1,14.6,98.1
Thursday,Evening,1,45,814,2.38,17.9,94.8,9.2,9.7,23.6,119.7
Sunday,Evening,0,26,420,2.71,30.0,77.9,6.5,4.5,4.4,85.8
Friday,Day,0,45,551,2.57,23.2,89.1,3.5,1.4,17.5,137.7
Monday,Day,0,39,457,2.49,22.1,70.4,2.4,5.1,4.5,112.2
Sunday,Day,0,25,477,1.91,26.1,70.6,2.9,28.3,3.1,82.8
Thursday,Evening,0,35,439,2.81,27.3,78.9,4.7,9.6,3.5,103.4
Tuesday,Evening,0,19,364,3.06,25.3,82.8,7.9,8.8,16.2,74.7
Tuesday,Evening,1,44,657,2.71,27.3,78.2,2.6,2.4,12.9,115.9
Friday,Day,0,29,473,2.8,24.7,80.9,7.9,15.5,9.8,94.8
Monday,Day,1,32,549,3.03,25.3,85.9,5.8,20.0,15.2,100.5
Wednesday,Evening,0,23,546,3.58,17.6,63.8,5.6,19.4,12.3,78.9
Monday,Day,0,31,464,2.57,32.9,74.6,8.3,14.7,12.8,85.5
Thursday,Evening,0,33,433,2.16,14.6,72.8,7.7,3.2,9.9,101.6
Wednesday,Day,0,26,597,2.75,23.9,73.3,1.0,2.5,4.8,92.0
Thursday,Day,0,55,301,3.84,14.0,82.1,1.9,0.8,23.8,113.8
Tuesday,Evening,0,28,566,2.16,21.4,73.0,4.5,2.8,21.8,101.8
Monday,Evening,0,24,351,3.16,18.6,57.9,6.3,9.3,23.1,85.1
Friday,Evening,0,38,500,3.44,22.8,75.6,9.3,2.8,8.2,102.3
Wednesday,Day,0,30,414,1.5,24.1,67.4,5.4,16.0,7.2,84.9
Friday,Night,0,35,367,3.03,16.3,83.0,10.3,17.9,9.1,81.5
Monday,Night,0,45,535,3.13,21.8,86.1,3.1,17.2,19.5,96.4
Monday,Night,1,20,766,2.65,30.4,58.3,3.6,1.1,12.0,94.1
Tuesday,Evening,0,37,424,2.44,14.1,70.3,4.3,8.8,8.2,100.7
Thursday,Evening,0,18,487,2.48,16.9,81.5,2.7,8.0,14.5,92.7
Wednesday,Evening,0,19,455,2.62,27.2,63.9,8.7,16.8,6.8,63.3
Saturday,Day,0,21,674,2.63,22.5,85.8,0.0,1.5,2.5,122.4
Wednesday,Day,0,24,269,2.53,22.9,88.5,3.7,7.9,12.9,72.2
Thursday,Evening,1,31,671,2.61,28.1,78.4,8.6,1.4,8.4,107.9
Friday,Day,0,53,431,3.45,17.2,70.3,4.3,15.1,11.9,117.8
Monday,Day,0,52,231,2.13,18.9,54.9,8.4,0.3,0.0,107.5
Thursday,Night,0,21,396,1.84,18.1,86.1,11.8,27.9,5.8,67.4
Wednesday,Day,0,55,646,3.46,19.9,98.0,5.4,11.1,11.7,141.4
Thursday,Evening,0,42,393,2.69,30.0,96.0,8.7,7.0,1.4,113.7
Monday,Evening,0,39,510,2.59,11.8,76.1,12.5,4.0,1.6,112.6
Saturday,Day,1,48,804,2.74,14.8,69.1,6.4,17.4,12.3,130.6
Sunday,Night,0,36,429,2.92,13.8,86.4,5.1,1.5,16.9,109.6
Monday,Day,0,28,466,2.51,30.4,76.7,7.9,0.3,5.8,85.4
Friday,Night,0,38,292,3.08,18.3,82.8,8.8,10.6,10.2,78.5
Saturday,Evening,1,45,602,2.27,20.0,83.0,5.1,6.6,10.3,119.5
Wednesday,Day,0,43,556,2.63,12.3,78.9,3.7,9.3,1.1,129.2
Saturday,Day,0,24,516,1.58,20.4,88.3,10.4,8.3,20.3,100.7
Friday,Day,1,53,715,3.44,27.2,90.7,4.4,11.8,10.7,146.6
Sunday,Day,0,28,488,2.7,23.5,72.8,8.8,7.1,10.8,96.6
Sunday,Day,1,49,863,3.17,21.4,70.8,6.0,5.1,14.6,127.5
Monday,Night,0,29,369,3.06,12.6,53.0,10.7,7.3,1.1,73.3
Thursday,Day,0,20,628,3.1,20.0,74.5,2.7,13.2,18.4,75.0
Thursday,Night,1,55,623,2.8,22.9,69.1,2.6,14.0,19.4,117.7
Tuesday,Day,0,40,626,3.01,16.0,82.2,7.8,9.6,13.0,98.8
Wednesday,Night,0,26,309,2.27,25.9,74.6,1.8,0.5,15.2,81.3
Sunday,Day,0,18,493,2.16,27.3,75.7,5.5,8.8,9.7,84.3
Monday,Day,0,22,418,2.74,18.8,86.1,9.8,1.2,18.0,86.6
Thursday,Evening,1,24,648,2.43,26.4,84.0,0.0,14.5,6.2,96.0
Saturday,Day,0,53,626,3.58,21.3,76.8,6.4,13.1,11.8,122.2
Wednesday,Night,1,24,641,3.01,28.9,96.9,8.8,3.1,12.2,102.1
Thursday,Day,0,24,591,2.41,34.2,85.4,5.1,11.5,11.7,82.8
Sunday,Evening,0,49,391,2.65,15.4,73.8,2.4,7.7,19.5,117.9
Thursday,Evening,0,51,377,2.87,26.6,74.3,4.4,3.7,27.3,99.6
Monday,Evening,0,25,437,2.76,29.8,85.9,2.7,11.3,11.2,71.6
Monday,Day,1,42,631,2.95,16.2,82.0,5.4,21.1,15.3,127.0
Sunday,Day,0,38,457,2.84,18.5,66.8,4.4,4.9,6.4,119.4
Tuesday,Day,0,39,374,2.04,18.5,86.9,3.7,9.7,19.2,103.6
Thursday,Day,0,29,589,1.62,21.2,90.6,6.6,2.8,8.4,110.8
Monday,Day,0,46,421,2.59,19.9,89.8,9.9,4.0,34.0,108.4
Thursday,Night,1,51,745,3.11,20.8,95.4,6.2,7.3,0.3,128.0
Sunday,Evening,0,45,456,2.6,27.0,98.7,9.2,3.5,27.0,107.7
Thursday,Evening,0,52,517,3.48,10.6,95.3,9.9,3.3,18.9,128.3
Sunday,Day,0,22,528,2.77,16.2,81.4,3.4,2.4,4.1,120.3
Tuesday,Day,0,42,387,3.55,26.0,75.9,6.0,17.8,28.2,86.0
Thursday,Evening,1,55,670,3.43,25.3,61.7,3.9,13.4,5.5,131.9
Saturday,Day,0,38,693,3.38,15.6,78.1,0.8,7.2,9.8,126.7
Thursday,Day,0,53,499,2.14,25.4,83.2,6.3,14.2,2.9,113.3
Tuesday,Evening,0,31,531,2.81,30.0,78.4,2.0,15.0,11.0,91.3
Saturday,Evening,0,52,556,3.47,21.7,59.1,6.7,6.2,11.6,113.7
Wednesday,Night,1,53,634,2.95,16.0,77.1,0.5,2.7,17.8,144.6
Thursday,Day,0,41,493,3.1,27.2,84.5,5.7,9.8,29.1,114.1
Sunday,Evening,0,44,507,2.04,32.3,67.7,0.5,17.9,8.4,109.3
Tuesday,Day,0,37,538,3.86,16.7,79.7,7.2,12.6,0.0,115.1
Wednesday,Day,1,30,522,2.36,22.2,84.3,4.0,20.4,16.5,98.8
Monday,Evening,1,38,638,1.7,28.5,91.2,3.7,14.9,8.1,127.7
Wednesday,Day,0,54,453,2.61,22.7,95.1,8.6,30.1,24.7,110.6
Tuesday,Evening,0,18,408,1.45,11.5,74.2,4.2,10.3,11.8,90.4
Friday,Day,0,25,623,2.2,24.7,79.8,5.5,5.7,6.7,113.0
Tuesday,Day,0,36,395,4.21,16.1,80.2,4.6,13.3,4.9,101.7
Friday,Night,0,30,322,2.59,14.4,84.5,6.7,18.5,16.4,70.3
Tuesday,Day,0,41,541,2.01,11.6,83.4,8.3,8.9,10.1,116.9
Wednesday,Evening,1,31,495,2.81,29.1,94.3,7.7,15.1,22.3,97.7
Wednesday,Day,0,43,287,2.31,17.0,54.7,3.8,5.1,10.5,106.8
Saturday,Night,0,22,551,3.28,24.0,82.2,8.8,14.8,21.9,74.6
Thursday,Day,0,30,490,2.31,25.5,82.9,2.5,39.9,2.3,83.2
Wednesday,Day,0,44,515,2.95,23.0,75.6,3.0,5.2,0.0,121.9
Saturday,Evening,0,35,448,2.17,23.8,55.4,4.8,9.3,17.8,88.0
Friday,Day,0,45,368,4.23,24.3,77.4,8.3,12.0,8.7,95.1
Tuesday,Day,1,42,532,3.08,22.8,72.9,1.7,6.9,10.2,133.8
Sunday,Night,0,30,404,2.72,17.4,94.8,7.9,5.5,4.9,92.4
Wednesday,Evening,1,34,509,2.64,16.9,83.8,5.0,7.9,4.4,114.1
Monday,Evening,0,54,464,2.5,21.4,70.0,3.9,16.7,16.4,112.8
Thursday,Evening,0,54,411,2.38,21.2,57.5,8.5,1.6,11.9,102.1
Monday,Night,0,19,428,2.37,24.6,83.9,2.8,3.4,4.6,72.2
Tuesday,Night,1,44,615,3.72,28.6,87.0,12.1,6.7,17.5,104.8
Saturday,Evening,0,36,527,2.5,24.1,75.8,4.7,15.4,20.2,82.9
Monday,Day,0,18,502,1.63,17.1,84.0,5.6,7.9,11.2,107.2
Saturday,Day,0,42,477,2.16,8.9,74.5,9.8,4.4,19.0,114.0
Sunday,Evening,0,18,472,3.31,17.4,88.7,5.7,21.9,5.0,74.6
Friday,Night,0,30,477,2.66,13.9,87.9,8.8,9.1,16.0,98.9
Saturday,Evening,0,44,259,2.73,17.6,61.6,0.0,5.4,13.1,99.6
Saturday,Day,0,48,571,3.44,23.5,64.0,3.9,11.9,6.5,122.6
Sunday,Day,1,33,669,2.37,22.5,99.0,6.4,11.5,26.4,115.1
Wednesday,Evening,0,48,504,3.15,33.1,87.3,8.4,9.3,13.6,107.9
Tuesday,Night,0,49,298,2.43,24.9,65.4,7.5,4.1,7.9,103.4
Thursday,Day,0,35,445,3.12,33.5,62.3,7.2,15.2,12.1,76.2
Thursday,Evening,0,24,351,2.58,26.3,80.1,8.4,24.6,5.9,70.8
Tuesday,Evening,1,43,696,2.67,28.5,68.6,6.6,10.5,3.9,96.7
Friday,Night,0,18,322,3.25,19.8,74.8,0.0,1.9,8.9,81.2
Monday,Day,0,51,367,3.21,15.6,77.5,9.5,33.3,9.3,93.2
Sunday,Night,1,32,661,2.71,19.3,79.1,2.7,11.8,6.4,109.0
Tuesday,Evening,0,46,385,2.54,21.9,89.3,6.1,3.0,20.8,109.6
Monday,Evening,0,45,347,3.68,18.2,96.3,5.7,14.6,6.6,96.8
Monday,Day,0,35,541,3.12,16.0,73.2,5.3,18.0,5.5,93.4
Tuesday,Evening,0,54,535,2.58,24.5,66.7,1.9,8.1,3.7,127.4
Tuesday,Evening,0,48,514,2.44,16.0,81.9,0.0,1.3,3.0,135.7
Monday,Day,0,51,536,3.36,12.8,94.3,2.2,9.7,19.2,124.9
Tuesday,Day,0,21,443,2.86,15.3,74.0,7.7,2.9,13.8,90.3
Tuesday,Evening,0,36,426,2.71,20.6,86.5,0.9,12.1,16.8,104.1
Wednesday,Evening,1,54,568,2.86,16.1,71.6,2.6,4.3,19.1,128.4
Wednesday,Day,0,48,486,2.99,20.6,78.2,6.5,11.1,9.7,106.1
Wednesday,Day,0,35,420,2.77,25.6,66.4,2.1,5.6,22.3,94.5
Wednesday,Day,0,20,429,3.46,25.4,78.1,3.6,10.0,7.6,83.0
Monday,Night,0,28,467,3.49,18.0,76.8,5.4,14.9,4.3,79.9
Monday,Night,0,39,523,3.09,14.2,84.1,6.0,15.2,14.6,93.8
Tuesday,Day,0,42,503,3.56,18.5,95.8,2.1,3.8,13.0,125.9
Saturday,Day,1,53,860,2.8,25.9,76.1,5.6,6.2,13.0,148.0
Sunday,Day,0,21,408,3.18,27.3,58.0,6.4,6.4,19.1,66.5
Sunday,Evening,1,33,460,3.35,24.1,78.0,1.4,9.5,12.7,98.7
Thursday,Night,0,28,498,3.36,29.2,81.0,5.8,18.9,14.2,94.3
Thursday,Evening,0,54,382,3.3,32.4,80.0,3.1,7.1,21.5,110.5
Wednesday,Day,0,24,444,3.15,19.1,76.4,5.6,11.2,13.9,75.1
Saturday,Day,0,26,342,3.88,30.9,92.9,7.4,6.8,15.5,79.8
Saturday,Day,0,29,425,2.5,20.4,79.4,4.7,4.3,2.1,98.3
Saturday,Night,0,22,322,2.71,28.1,77.0,7.9,1.7,35.0,67.1
Sunday,Evening,0,42,414,2.68,26.3,70.2,7.6,5.3,0.9,106.3
Thursday,Evening,0,37,418,2.6,10.1,60.5,7.9,2.5,8.2,93.4
Saturday,Day,0,39,519,1.71,16.2,81.3,6.4,2.6,8.0,138.1
Saturday,Night,0,52,583,3.56,14.7,80.5,8.5,10.2,26.8,114.1
Wednesday,Day,0,34,534,2.24,11.3,67.4,6.4,11.1,7.8,102.3
Sunday,Night,0,29,276,2.89,27.3,77.6,0.2,15.7,15.1,64.4
Monday,Night,0,32,468,2.02,34.4,76.6,2.8,1.0,8.1,87.0
Sunday,Evening,0,48,466,3.14,20.5,71.8,4.6,13.9,4.7,101.7
Saturday,Night,1,38,636,2.37,27.1,72.1,4.9,0.3,16.0,112.1
Monday,Day,0,24,453,2.18,30.9,82.1,6.3,4.3,7.0,85.3
Friday,Evening,0,44,499,2.91,23.2,75.7,2.8,6.8,13.5,115.7
Monday,Day,0,46,389,2.41,21.8,72.1,11.2,4.3,16.4,101.3
Saturday,Evening,0,27,473,2.48,20.5,69.4,4.9,7.7,25.3,92.6
Saturday,Day,1,39,802,2.89,25.2,78.7,5.2,9.1,3.2,128.6
Friday,Day,0,39,433,3.24,27.2,87.2,3.2,11.4,10.9,109.2
Saturday,Day,1,24,592,2.35,24.8,82.1,2.2,5.0,11.2,117.5
Monday,Day,1,18,629,2.25,24.6,77.6,4.8,13.5,12.0,108.8
Tuesday,Evening,0,45,338,2.81,21.7,81.1,5.3,13.9,30.0,87.3
Wednesday,Evening,0,41,286,3.1,12.4,91.6,4.9,8.4,10.8,108.8
Monday,Day,0,45,422,3.6,27.4,82.9,10.2,15.2,0.0,105.4
Thursday,Night,0,32,568,2.21,14.3,80.6,4.8,3.4,10.6,112.4
Tuesday,Night,0,37,416,2.63,25.7,84.4,4.9,4.4,11.2,96.7
Wednesday,Day,0,55,487,3.45,26.5,76.4,7.6,0.9,10.3,132.8
Thursday,Day,0,26,273,3.89,15.2,79.8,4.7,11.7,7.0,70.3
Sunday,Evening,0,42,497,2.25,18.4,73.1,6.8,7.8,2.8,105.7
Tuesday,Evening,0,23,454,2.39,34.7,62.5,1.4,6.7,27.1,68.3
Sunday,Day,0,20,412,3.01,21.5,81.4,1.4,6.4,14.2,88.6
Thursday,Evening,1,54,652,2.48,14.7,83.5,5.6,5.6,10.7,141.9
Wednesday,Day,0,22,486,2.38,26.8,75.1,4.5,2.7,26.9,80.7
Thursday,Day,0,42,374,2.93,17.4,88.4,2.8,2.1,5.9,110.5
Wednesday,Evening,1,37,662,3.65,10.5,72.8,5.6,24.7,16.2,96.6
Tuesday,Evening,0,48,559,2.08,25.1,60.3,5.8,10.9,3.3,99.5
Thursday,Night,0,38,408,3.62,16.5,71.0,3.1,6.6,17.3,87.7
Tuesday,Day,0,44,383,2.48,23.9,62.6,3.6,5.9,4.1,107.1
Wednesday,Day,0,51,453,2.99,17.1,81.4,5.8,10.0,15.3,122.9
Friday,Day,1,49,761,3.67,26.2,72.5,2.1,17.5,25.7,119.3
Wednesday,Day,0,45,353,2.98,23.1,87.8,3.4,8.6,12.7,124.4
Saturday,Day,0,24,565,2.64,8.0,87.6,6.8,31.2,0.0,102.0
Tuesday,Evening,0,24,381,3.19,24.3,68.8,5.1,12.0,12.3,76.7
Sunday,Evening,0,36,478,2.7,20.3,69.9,3.8,5.0,15.4,104.8
Saturday,Evening,0,43,436,3.09,30.5,83.3,2.5,2.1,18.3,113.1
Sunday,Day,0,43,421,2.69,24.4,87.8,2.2,16.8,22.3,107.4
Saturday,Day,0,47,655,3.27,26.5,57.9,4.8,3.1,22.7,118.5
Tuesday,Evening,0,21,311,2.03,17.7,80.8,11.3,13.5,11.1,84.5
Thursday,Day,0,24,521,2.24,17.3,56.0,6.9,10.1,7.4,86.4
Tuesday,Night,1,23,764,2.03,21.8,74.5,1.2,1.6,4.2,94.5
Saturday,Day,0,38,575,2.77,19.8,88.9,7.3,9.8,8.2,123.2
Friday,Evening,0,42,354,1.96,30.0,99.0,2.9,11.2,15.3,112.4
Tuesday,Night,0,22,298,2.42,21.1,75.6,5.2,5.7,2.6,74.3
Sunday,Evening,0,51,384,2.19,14.7,65.5,3.4,5.4,5.5,105.8
Monday,Evening,0,29,450,3.61,17.0,72.9,11.3,6.0,15.9,90.8
Friday,Evening,1,43,681,2.26,27.8,80.7,1.8,16.5,7.5,122.4
Saturday,Day,0,46,389,2.09,21.0,71.3,6.1,5.1,14.6,112.1
Monday,Evening,1,19,532,2.94,20.7,70.8,3.1,1.1,6.3,100.8
Friday,Night,1,50,558,3.73,28.4,75.7,7.4,7.8,14.0,94.1
Saturday,Night,0,54,448,2.74,16.5,82.0,6.1,0.9,6.6,126.1
Monday,Day,0,54,644,2.78,8.6,76.3,9.0,9.5,0.0,134.2
Thursday,Day,0,23,386,3.51,16.9,69.2,7.4,2.8,18.7,90.4
Tuesday,Evening,0,32,352,3.28,23.5,71.3,3.1,6.3,7.1,88.4
Friday,Evening,0,26,372,3.03,20.5,73.9,13.9,2.9,10.3,69.5
Monday,Day,0,35,515,2.48,12.6,68.0,6.9,20.8,7.2,106.8
Sunday,Day,1,55,651,3.05,28.1,72.9,3.5,10.1,15.8,117.8
Sunday,Day,0,46,390,2.05,23.0,84.4,5.8,2.7,14.3,124.5
Tuesday,Evening,0,47,411,2.46,24.3,75.7,7.1,8.5,15.8,94.9
Wednesday,Day,0,34,395,3.59,24.5,60.5,7.0,2.2,8.2,85.9
Friday,Day,0,53,528,3.52,14.2,88.2,6.7,6.2,11.7,128.6
Saturday,Day,0,52,765,3.04,23.8,82.2,8.1,17.5,14.9,132.2
Thursday,Night,0,48,482,1.74,27.4,64.2,7.8,10.2,22.8,114.3
Tuesday,Day,0,48,456,2.14,28.8,74.3,2.7,3.1,14.1,106.1
Monday,Day,1,42,572,2.43,26.3,72.1,11.5,1.8,5.0,121.8
Sunday,Evening,0,21,327,2.71,25.1,84.8,11.1,11.3,13.9,86.9
Thursday,Day,1,28,725,2.11,11.6,76.3,7.6,23.6,10.8,99.5
Sunday,Night,0,47,495,2.66,21.9,77.3,5.3,6.5,0.0,110.4
Thursday,Night,0,30,386,3.77,16.3,76.1,5.4,16.8,0.0,79.5
Sunday,Day,0,24,590,3.02,29.7,63.2,4.2,10.3,11.5,95.3
Monday,Day,0,53,457,2.92,28.8,92.1,4.6,11.2,12.1,127.7
Monday,Day,1,36,709,2.24,16.3,86.6,0.0,2.2,9.9,131.8
Sunday,Day,0,50,503,1.9,21.7,70.5,9.8,6.2,18.2,114.6
Sunday,Day,0,28,458,2.12,23.5,79.9,8.7,6.6,5.5,109.1
Wednesday,Day,0,31,379,1.88,27.4,87.7,0.2,0.5,2.3,103.8
Wednesday,Day,0,31,456,2.84,11.9,78.6,7.9,4.0,6.2,88.8
Thursday,Evening,0,32,535,3.01,8.7,93.6,5.2,4.4,7.7,100.7
Wednesday,Day,0,34,422,2.27,22.2,99.0,4.6,3.0,11.6,108.0
Tuesday,Day,1,29,687,2.88,8.0,78.7,6.7,6.0,6.4,128.5
Sunday,Evening,0,48,352,3.61,23.0,72.2,0.0,13.0,0.0,98.9
Tuesday,Day,0,30,539,3.88,25.6,68.1,5.2,13.3,0.0,102.5
Friday,Day,0,34,530,3.22,29.4,55.9,5.4,19.1,12.9,93.7
Monday,Day,0,50,341,2.7,18.3,90.5,5.4,14.8,4.1,118.8
Monday,Day,1,34,614,3.21,23.0,76.5,1.1,9.0,0.0,98.3
Friday,Day,0,18,588,3.54,25.9,86.8,6.5,19.5,16.4,69.5
Wednesday,Night,0,18,305,1.7,14.9,88.8,8.4,4.8,22.8,66.5
Friday,Night,0,34,353,3.62,27.5,67.2,6.4,7.1,11.3,87.7
Monday,Day,1,42,628,2.5,23.6,70.7,4.5,24.8,13.9,106.6
Sunday,Day,0,53,678,2.51,18.4,95.4,13.3,4.6,13.9,134.1
Saturday,Evening,1,22,606,2.6,22.8,79.3,2.4,0.4,0.0,110.4
Sunday,Evening,0,38,502,2.98,21.2,71.4,7.5,1.9,18.2,92.1
Monday,Day,1,28,660,2.19,26.7,69.5,5.9,6.5,20.7,103.5
Wednesday,Day,0,35,414,2.64,19.8,76.6,11.2,3.0,24.9,88.4
Wednesday,Day,0,34,485,3.09,23.4,93.1,6.4,1.7,8.9,130.0
Thursday,Evening,0,29,412,2.92,18.3,84.9,7.0,13.6,4.1,81.4
Wednesday,Day,0,18,436,3.01,16.4,79.8,6.7,10.4,21.5,92.0
Monday,Day,1,20,477,2.62,23.0,95.9,2.0,0.6,15.5,94.7
Wednesday,Day,1,37,648,3.18,16.6,94.0,2.6,15.7,18.1,123.3
Tuesday,Day,0,26,550,3.38,26.8,81.3,4.4,29.5,7.5,85.8
Wednesday,Evening,1,30,635,3.35,25.6,99.0,8.1,3.9,13.9,110.0
Tuesday,Evening,0,21,549,3.04,17.4,75.5,5.9,10.5,4.6,86.3
Tuesday,Evening,0,19,500,3.32,23.3,89.0,4.6,2.6,12.0,92.5
Friday,Day,0,22,494,3.28,17.4,74.1,9.3,8.2,9.6,87.5
Wednesday,Day,0,32,410,4.27,12.4,87.0,0.0,10.8,28.4,93.6
Wednesday,Night,0,24,379,3.47,18.4,75.5,1.3,6.5,15.8,70.6
Thursday,Evening,0,26,315,2.75,21.7,82.6,0.0,3.4,0.0,90.1
Saturday,Day,0,29,485,2.3,25.1,99.0,8.8,4.6,12.0,105.6
Wednesday,Day,0,29,484,2.66,22.9,87.5,4.9,0.8,14.6,102.4
Friday,Night,1,18,798,2.62,27.4,84.8,8.1,7.4,8.7,87.6
Sunday,Evening,0,22,505,3.08,16.1,70.3,4.9,22.1,4.3,69.0
Thursday,Night,0,54,348,2.41,19.7,79.9,8.3,1.9,16.6,102.8
Sunday,Evening,0,43,318,3.46,31.9,67.9,4.8,19.0,5.3,92.3
Saturday,Day,0,22,490,2.04,10.4,86.9,6.4,5.5,16.0,85.2
Monday,Day,0,28,532,1.9,19.3,86.6,6.0,0.8,4.7,120.6
Thursday,Day,0,32,454,2.73,15.6,76.2,6.2,13.7,8.3,92.8
Friday,Evening,0,52,531,2.34,20.8,94.6,10.3,7.5,18.7,135.4
Sunday,Evening,0,51,438,2.11,19.4,93.2,0.3,2.4,15.4,142.4
Thursday,Day,1,47,723,2.45,25.6,81.5,5.0,3.6,12.2,132.1
Monday,Night,1,22,438,2.38,23.5,85.7,5.8,4.4,11.8,84.2
Friday,Day,0,36,652,2.81,14.2,72.1,5.3,6.2,12.6,127.1
Monday,Day,1,36,529,2.46,18.5,77.3,4.0,8.1,6.5,125.9
Saturday,Day,1,42,765,2.5,22.0,69.2,3.6,8.4,1.4,137.2
Thursday,Night,0,50,404,2.8,26.4,73.2,9.8,12.7,16.0,102.8
Saturday,Night,0,30,454,3.36,36.6,77.0,5.0,7.3,22.7,69.2
Sunday,Evening,0,39,432,3.61,26.2,61.4,12.5,9.4,16.2,84.7
Friday,Night,0,28,479,2.88,15.9,83.8,6.8,7.5,13.8,81.8
Friday,Night,0,25,498,2.92,21.4,88.2,4.3,0.1,3.5,85.8
Saturday,Night,1,29,746,2.7,23.1,79.9,6.9,1.9,18.1,105.2
Saturday,Night,0,45,599,3.06,18.9,51.0,5.5,2.6,15.4,102.9
Sunday,Day,0,34,507,3.01,24.8,75.5,9.2,7.0,17.3,97.5
Monday,Evening,0,43,598,3.53,8.4,64.1,1.7,7.6,19.2,108.4
Thursday,Evening,0,44,464,1.76,25.3,71.9,0.0,5.7,23.1,100.9
Tuesday,Evening,0,31,547,2.67,19.1,92.5,6.3,10.6,4.2,116.7
Sunday,Day,1,54,696,2.99,21.3,55.7,7.7,11.8,3.0,132.0
Friday,Evening,0,19,428,2.79,30.8,69.8,6.1,6.2,13.0,59.1
Thursday,Night,0,52,447,2.28,14.4,86.3,7.2,12.9,5.5,117.6
Tuesday,Day,0,18,513,2.09,23.6,71.0,6.8,5.4,4.3,98.6
Wednesday,Night,0,32,422,3.24,26.8,70.2,0.8,8.9,20.5,87.3
Friday,Day,0,49,539,2.38,23.0,98.3,6.0,0.3,4.9,133.5
Tuesday,Day,0,44,547,1.83,12.3,81.8,9.2,6.3,11.9,120.3
Monday,Day,0,30,453,3.27,30.1,87.3,5.7,13.3,0.6,86.4
Sunday,Evening,0,51,175,3.05,20.7,82.9,1.3,7.1,12.4,102.1
Saturday,Evening,1,23,829,2.74,18.8,81.6,4.2,2.5,20.3,100.7
Tuesday,Day,0,43,437,2.3,20.1,90.6,6.9,8.5,20.5,102.0
Wednesday,Evening,0,37,372,2.74,19.7,97.1,10.6,5.6,19.3,94.1
Sunday,Day,0,25,368,3.47,14.9,61.2,0.0,9.2,11.5,88.5
Friday,Day,1,52,648,1.91,23.0,79.6,6.3,3.4,19.8,136.4
Friday,Night,0,47,402,1.94,18.4,77.6,2.4,6.0,15.0,111.5
Wednesday,Evening,0,18,380,2.45,26.0,73.7,6.7,2.3,8.9,86.2
Wednesday,Evening,0,21,385,2.79,25.1,87.8,7.0,4.4,14.7,92.7
